Gene stable ID	Source of gene name	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Caenorhabditis elegans gene stable ID	Caenorhabditis elegans gene name	Caenorhabditis elegans homology type	Caenorhabditis elegans chromosome/scaffold name	Caenorhabditis elegans chromosome/scaffold start (bp)	Caenorhabditis elegans chromosome/scaffold end (bp)	Gene name	Strand	%id. target Caenorhabditis elegans gene identical to query gene	%id. query gene identical to target Caenorhabditis elegans gene
ENSG00000112640	HGNC Symbol	6	42984499	43012342	WBGene00007554	pptr-2	ortholog_one2many	V	11027153	11030845	PPP2R5D	1	61.6279	61.1203
ENSG00000260300	Clone-based (Ensembl) gene	16	83908132	83951445	WBGene00009439	mlcd-1	ortholog_one2many	III	4566279	4568144	AC009119.2	1	33.7143	13.3484
ENSG00000053501	HGNC Symbol	19	17215346	17219829	WBGene00022460	use-1	ortholog_one2one	I	5106204	5107625	USE1	1	26.2548	26.7717
ENSG00000103150	HGNC Symbol	16	83899126	83927026	WBGene00009439	mlcd-1	ortholog_one2many	III	4566279	4568144	MLYCD	1	31.2373	34.8416
ENSG00000112494	HGNC Symbol	6	167271169	167316019	WBGene00006822	unc-93	ortholog_one2one	III	3644375	3648822	UNC93A	1	29.3217	19.0071
ENSG00000284306	HGNC Symbol	11	4242056	4242640	WBGene00020480	ssup-72	ortholog_one2many	II	6777076	6777889	SSU72P2	-1	46.3918	45.6853
ENSG00000132388	HGNC Symbol	17	4269259	4366628	WBGene00006704	ubc-7	ortholog_one2one	III	9630085	9631167	UBE2G1	-1	68.8235	71.3415
ENSG00000059769	HGNC Symbol	9	111631352	111654351	WBGene00001020	dnj-2	ortholog_many2many	IV	11312437	11313980	DNAJC25	1	35.2778	37.6855
ENSG00000059769	HGNC Symbol	9	111631352	111654351	WBGene00008122	C47A4.1	ortholog_many2many	IV	13715906	13716379	DNAJC25	1	14.7222	33.758
ENSG00000179915	HGNC Symbol	2	49918505	51225575	WBGene00007799	nrx-1	ortholog_one2many	V	10825012	10846695	NRXN1	-1	22.1719	19.8841
ENSG00000084234	HGNC Symbol	11	130069837	130144811	WBGene00000149	apl-1	ortholog_one2many	X	5112422	5116866	APLP2	1	23.329	25.9475
ENSG00000011485	HGNC Symbol	19	46346994	46392981	WBGene00012665	pph-5	ortholog_one2one	V	19190547	19199080	PPP5C	1	56.9138	57.2581
ENSG00000076554	HGNC Symbol	8	80034745	80231232	WBGene00008745	F13E6.1	ortholog_one2many	X	10675706	10677109	TPD52	-1	26.7206	33.8462
ENSG00000173559	HGNC Symbol	2	191678068	191696659	WBGene00015554	C06G3.8	ortholog_one2many	IV	7031298	7032559	NABP1	1	22.549	33.5766
ENSG00000132912	HGNC Symbol	5	150708440	150759109	WBGene00016124	dnc-4	ortholog_one2one	IV	8018130	8019808	DCTN4	-1	25.6959	29.0557
ENSG00000112242	HGNC Symbol	6	20401906	20493715	WBGene00001162	efl-2	ortholog_one2many	II	13406160	13411483	E2F3	1	19.3548	21.8447
ENSG00000118263	HGNC Symbol	2	207074137	207167267	WBGene00009998	klf-2	ortholog_many2many	V	20685683	20688770	KLF7	-1	26.4901	26.7559
ENSG00000118263	HGNC Symbol	2	207074137	207167267	WBGene00018990	klf-1	ortholog_many2many	III	2874818	2880705	KLF7	-1	30.1325	18.3099
ENSG00000284283	Clone-based (Ensembl) gene	5	17521801	17522397	WBGene00006393	taf-11.1	ortholog_many2many	X	4255154	4256812	AC106774.7	1	31.8182	18.2609
ENSG00000284283	Clone-based (Ensembl) gene	5	17521801	17522397	WBGene00006395	taf-11.3	ortholog_many2many	III	10503965	10505250	AC106774.7	1	21.2121	18.4211
ENSG00000284283	Clone-based (Ensembl) gene	5	17521801	17522397	WBGene00006394	taf-11.2	ortholog_many2many	I	7132747	7134312	AC106774.7	1	25.7576	18.1495
ENSG00000182156	HGNC Symbol	17	79730919	79742222	WBGene00015283	C01B10.9	ortholog_one2many	IV	6632222	6634986	ENPP7	1	24.0175	19.8198
ENSG00000099337	HGNC Symbol	19	38319844	38332076	WBGene00006696	twk-46	ortholog_one2many	V	19060180	19067034	KCNK6	1	28.754	28.2132
ENSG00000084764	HGNC Symbol	2	26970612	27027196	WBGene00012156	ebp-2	ortholog_one2many	II	11442693	11444009	MAPRE3	1	30.2491	28.4281
ENSG00000278540	HGNC Symbol	17	37084988	37406818	WBGene00004076	pod-2	ortholog_many2many	II	1136781	1152701	ACACA	-1	31.4729	34.642
ENSG00000278540	HGNC Symbol	17	37084988	37406818	WBGene00012131	T28F3.5	ortholog_many2many	IV	17294793	17300629	ACACA	-1	25.1364	37.1588
ENSG00000204347	HGNC Symbol	17	74356416	74361946	WBGene00012322	W07A12.4	ortholog_one2many	II	9148356	9152311	BTBD17	-1	15.6904	16.7411
ENSG00000122545	HGNC Symbol	7	35800932	35907105	WBGene00006793	unc-59	ortholog_one2one	I	13629227	13633494	SEPT7	1	42.6434	37.2549
ENSG00000065621	HGNC Symbol	10	104268873	104304945	WBGene00016204	gsto-1	ortholog_many2many	III	7945544	7947018	GSTO2	1	31.6872	30.8
ENSG00000065621	HGNC Symbol	10	104268873	104304945	WBGene00043097	C02D5.4	ortholog_many2many	III	8552555	8553839	GSTO2	1	31.6872	30.315
ENSG00000065621	HGNC Symbol	10	104268873	104304945	WBGene00015337	gsto-2	ortholog_many2many	III	8554772	8555821	GSTO2	1	30.8642	29.5276
ENSG00000065621	HGNC Symbol	10	104268873	104304945	WBGene00019636	gsto-3	ortholog_many2many	III	378004	381298	GSTO2	1	28.8066	22.6537
ENSG00000065621	HGNC Symbol	10	104268873	104304945	WBGene00001792	gst-44	ortholog_many2many	V	16390891	16392406	GSTO2	1	34.1564	32.6772
ENSG00000115290	HGNC Symbol	2	164492812	164621848	WBGene00003243	mig-10	ortholog_one2many	III	8279108	8305832	GRB14	-1	20.9259	14.5058
ENSG00000196689	HGNC Symbol	17	3565444	3609411	WBGene00003841	ocr-4	ortholog_many2many	IV	7329620	7332811	TRPV1	-1	17.2825	19.1799
ENSG00000196689	HGNC Symbol	17	3565444	3609411	WBGene00003840	ocr-3	ortholog_many2many	X	15168722	15173621	TRPV1	-1	18.1168	18.5819
ENSG00000196689	HGNC Symbol	17	3565444	3609411	WBGene00003839	ocr-2	ortholog_many2many	IV	8213826	8220036	TRPV1	-1	19.6663	18.3333
ENSG00000196689	HGNC Symbol	17	3565444	3609411	WBGene00003889	osm-9	ortholog_many2many	IV	3551090	3557431	TRPV1	-1	17.9976	16.1153
ENSG00000196689	HGNC Symbol	17	3565444	3609411	WBGene00003838	ocr-1	ortholog_many2many	V	10764366	10768454	TRPV1	-1	17.5209	17.2941
ENSG00000147164	HGNC Symbol	X	71056332	71073426	WBGene00006503	snx-3	ortholog_one2many	I	9063588	9064403	SNX12	-1	67.284	67.284
ENSG00000100504	HGNC Symbol	14	50857891	50944736	WBGene00020696	T22F3.3	ortholog_one2many	V	3579023	3585042	PYGL	-1	67.2963	64.6258
ENSG00000184611	HGNC Symbol	2	162371407	162838730	WBGene00006830	unc-103	ortholog_one2many	III	4115226	4147255	KCNH7	-1	35.9532	47.8842
ENSG00000139800	HGNC Symbol	13	99962964	99971909	WBGene00004335	ref-2	ortholog_one2many	X	7744239	7750010	ZIC5	-1	15.9879	33.6508
ENSG00000178445	HGNC Symbol	9	6532464	6645783	WBGene00020022	gldc-1	ortholog_one2one	II	6050332	6054307	GLDC	-1	55.3922	57.712
ENSG00000249141	Clone-based (Ensembl) gene	6	166858094	166956124	WBGene00019624	K10C9.3	ortholog_one2many	V	1061595	1067908	AL159163.1	-1	22.1622	14.6953
ENSG00000121068	HGNC Symbol	17	61399896	61409466	WBGene00006543	tbx-2	ortholog_one2many	III	5130923	5136319	TBX2	1	28.3708	47.7541
ENSG00000136819	HGNC Symbol	9	129827290	129835863	WBGene00011969	T23G11.4	ortholog_one2one	I	7694325	7695233	C9orf78	-1	25.2595	30.4167
ENSG00000172954	HGNC Symbol	2	30447226	30644225	WBGene00022646	acl-9	ortholog_one2many	V	6453196	6454973	LCLAT1	1	30.6763	31.8296
ENSG00000172954	HGNC Symbol	2	30447226	30644225	WBGene00044631	bus-18	ortholog_one2many	V	11773720	11776631	LCLAT1	1	32.8502	34.7826
ENSG00000172954	HGNC Symbol	2	30447226	30644225	WBGene00020264	acl-8	ortholog_one2many	V	6450898	6452231	LCLAT1	1	31.8841	38.3721
ENSG00000131437	HGNC Symbol	5	132692628	132737638	WBGene00002230	klp-20	ortholog_one2one	III	209992	230450	KIF3A	-1	50.2755	56.5015
ENSG00000138411	HGNC Symbol	2	196189099	196593692	WBGene00009738	hecw-1	ortholog_one2many	III	3377408	3389970	HECW2	-1	19.2748	24.2983
ENSG00000164188	HGNC Symbol	5	36248434	36302114	WBGene00004306	ran-5	ortholog_one2many	II	6048109	6049686	RANBP3L	-1	11.2245	16.1765
ENSG00000096063	HGNC Symbol	6	35832966	35921342	WBGene00004980	spk-1	ortholog_one2many	III	9456563	9463004	SRPK1	-1	43.9695	28.7139
ENSG00000174016	HGNC Symbol	X	80335504	80445311	WBGene00004131	pqn-44	ortholog_one2many	I	5372854	5384508	TENT5D	1	37.7892	31.2766
ENSG00000164330	HGNC Symbol	5	158695916	159099761	WBGene00006743	unc-3	ortholog_one2many	X	14773538	14783564	EBF1	-1	45.1777	54.3788
ENSG00000163521	HGNC Symbol	2	219236606	219245478	WBGene00019225	bgal-2	ortholog_many2many	X	6784411	6787296	GLB1L	-1	31.4985	32.0872
ENSG00000163521	HGNC Symbol	2	219236606	219245478	WBGene00011832	bgal-1	ortholog_many2many	V	11222772	11226018	GLB1L	-1	37.156	37.2129
ENSG00000078061	HGNC Symbol	X	47561100	47571920	WBGene00003030	lin-45	ortholog_one2many	IV	6742538	6748424	ARAF	1	40.3941	28.7719
ENSG00000103335	HGNC Symbol	16	88715338	88785220	WBGene00007505	pezo-1	ortholog_one2many	IV	9343358	9366506	PIEZO1	-1	26.1404	26.9861
ENSG00000177380	HGNC Symbol	19	49119389	49151026	WBGene00006364	syd-2	ortholog_one2many	X	10549123	10555239	PPFIA3	1	42.3786	44.4249
ENSG00000141437	HGNC Symbol	18	31759562	31760880	WBGene00011858	T20D3.5	ortholog_one2many	IV	9337044	9338567	SLC25A52	-1	29.316	40.724
ENSG00000160602	HGNC Symbol	17	28725897	28743455	WBGene00021461	nekl-1	ortholog_one2many	I	2357883	2372964	NEK8	1	19.7977	13.9369
ENSG00000160602	HGNC Symbol	17	28725897	28743455	WBGene00022631	nekl-2	ortholog_one2many	I	6663050	6665160	NEK8	1	22.3988	43.4174
ENSG00000108479	HGNC Symbol	17	75751594	75765711	WBGene00006461	tag-96	ortholog_one2one	I	1845221	1850523	GALK1	-1	28.0612	26.0664
ENSG00000171680	HGNC Symbol	1	6466092	6520061	WBGene00006476	rhgf-2	ortholog_one2many	II	4100788	4127849	PLEKHG5	-1	15.4839	14.6214
ENSG00000169100	HGNC Symbol	X	1386152	1392724	WBGene00017770	F25B4.7	ortholog_many2many	V	5685726	5687381	SLC25A6	-1	49.3289	48.0392
ENSG00000169100	HGNC Symbol	X	1386152	1392724	WBGene00008147	C47E12.2	ortholog_many2many	IV	10001972	10003534	SLC25A6	-1	49.6644	48.366
ENSG00000169100	HGNC Symbol	X	1386152	1392724	WBGene00011105	R07E3.4	ortholog_many2many	X	10330547	10331900	SLC25A6	-1	45.302	45.302
ENSG00000068878	HGNC Symbol	2	53864067	53970840	WBGene00012115	T28B8.4	ortholog_one2many	I	8160512	8168643	PSME4	-1	20.4015	20.064
ENSG00000068878	HGNC Symbol	2	53864067	53970840	WBGene00012114	T28B8.3	ortholog_one2many	I	8151985	8159732	PSME4	-1	20.4558	20.0639
ENSG00000068878	HGNC Symbol	2	53864067	53970840	WBGene00007588	C14C10.5	ortholog_one2many	V	12600192	12607304	PSME4	-1	30.0597	29.0356
ENSG00000180448	HGNC Symbol	19	1065923	1086628	WBGene00014051	spv-1	ortholog_one2many	II	7912093	7928694	ARHGAP45	1	19.184	22.8778
ENSG00000184545	HGNC Symbol	11	1554044	1571920	WBGene00006923	vhp-1	ortholog_one2many	II	5323005	5340826	DUSP8	-1	26.72	25.4186
ENSG00000132819	HGNC Symbol	20	57391407	57409333	WBGene00006321	sup-12	ortholog_one2many	X	3904591	3907671	RBM38	1	42.6778	41.129
ENSG00000012174	HGNC Symbol	X	21839636	21885424	WBGene00013225	Y56A3A.2	ortholog_one2one	III	11849951	11862249	MBTPS2	1	31.2139	26.2987
ENSG00000102879	HGNC Symbol	16	30182827	30189076	WBGene00000768	cor-1	ortholog_one2many	III	10249111	10254709	CORO1A	1	46.6377	35.4201
ENSG00000157326	HGNC Symbol	14	23953586	23969279	WBGene00000976	dhs-13	ortholog_many2many	V	1765311	1771734	DHRS4	1	46.4029	50.1946
ENSG00000157326	HGNC Symbol	14	23953586	23969279	WBGene00010063	dhrs-4	ortholog_many2many	V	12922608	12924156	DHRS4	1	43.8849	46.9231
ENSG00000165752	HGNC Symbol	10	132207492	132331847	WBGene00010838	M03C11.1	ortholog_one2many	III	10393389	10396081	STK32C	-1	33.3333	42.7441
ENSG00000108349	HGNC Symbol	17	40140318	40172183	WBGene00012343	W08E3.2	ortholog_one2one	I	13333380	13336146	CASC3	1	19.2034	23.1164
ENSG00000057608	HGNC Symbol	10	5765223	5842132	WBGene00001558	gdi-1	ortholog_one2many	IV	14790818	14792887	GDI2	-1	63.8202	61.8736
ENSG00000120705	HGNC Symbol	5	138506095	138543300	WBGene00020269	erfa-1	ortholog_one2one	V	6434130	6436401	ETF1	-1	78.032	61.0018
ENSG00000121390	HGNC Symbol	13	19674752	19783019	WBGene00017778	nono-1	ortholog_one2many	III	5953526	5958246	PSPC1	-1	30.4015	28.2918
ENSG00000235268	HGNC Symbol	11	95025258	95027596	WBGene00012982	jmjd-2	ortholog_one2many	II	14234972	14243603	KDM4E	1	30.2372	16.5944
ENSG00000103024	HGNC Symbol	16	1770286	1771730	WBGene00009119	ndk-1	ortholog_one2many	I	10553116	10553913	NME3	-1	50.8876	56.2092
ENSG00000141994	HGNC Symbol	19	5784832	5791238	WBGene00021377	Y37E11B.5	ortholog_one2many	IV	3593960	3598552	DUS3L	-1	42.4615	49.8195
ENSG00000131055	HGNC Symbol	20	31637888	31645006	WBGene00012354	W09C5.8	ortholog_one2many	I	13658171	13659128	COX4I2	1	22.807	22.2857
ENSG00000107485	HGNC Symbol	10	8045378	8075203	WBGene00001249	elt-1	ortholog_one2many	IV	9614970	9620140	GATA3	1	27.4775	25
ENSG00000148334	HGNC Symbol	9	128120693	128128462	WBGene00011239	pges-2	ortholog_one2one	IV	10366333	10367790	PTGES2	-1	33.4217	36.3112
ENSG00000123136	HGNC Symbol	19	14408819	14419383	WBGene00001840	hel-1	ortholog_one2many	II	8326852	8328870	DDX39A	-1	74.4731	74.8235
ENSG00000165678	HGNC Symbol	10	84139440	84153245	WBGene00019664	K11H12.8	ortholog_one2one	IV	655353	658604	GHITM	1	46.087	46.4912
ENSG00000075702	HGNC Symbol	19	36054881	36105106	WBGene00019237	H24G06.1	ortholog_one2many	V	9444050	9460639	WDR62	1	13.6573	12.381
ENSG00000110628	HGNC Symbol	11	2899721	2925246	WBGene00008273	C53B4.3	ortholog_one2many	IV	8970868	8973707	SLC22A18	1	23.8208	24.3373
ENSG00000264364	HGNC Symbol	17	58083415	58095536	WBGene00001005	dlc-1	ortholog_one2one	III	6462907	6463801	DYNLL2	1	95.5056	95.5056
ENSG00000170832	HGNC Symbol	17	60179094	60422470	WBGene00000874	cyk-3	ortholog_one2many	III	6020165	6024659	USP32	-1	20.8853	28.438
ENSG00000198467	HGNC Symbol	9	35681992	35690121	WBGene00002978	lev-11	ortholog_one2many	I	14621173	14631254	TPM2	-1	52.1127	52.1127
ENSG00000100867	HGNC Symbol	14	23630115	23645639	WBGene00000976	dhs-13	ortholog_many2many	V	1765311	1771734	DHRS2	1	34	39.6887
ENSG00000100867	HGNC Symbol	14	23630115	23645639	WBGene00010063	dhrs-4	ortholog_many2many	V	12922608	12924156	DHRS2	1	32	36.9231
ENSG00000130702	HGNC Symbol	20	62307955	62367312	WBGene00001328	epi-1	ortholog_many2many	IV	10666827	10679289	LAMA5	-1	31.1773	31.0094
ENSG00000130702	HGNC Symbol	20	62307955	62367312	WBGene00002248	lam-3	ortholog_many2many	I	10608466	10621433	LAMA5	-1	19.9459	23.7589
ENSG00000105245	HGNC Symbol	19	40665905	40690972	WBGene00003830	num-1	ortholog_one2many	V	20829811	20837552	NUMBL	-1	30.8703	27.566
ENSG00000153558	HGNC Symbol	3	33277025	33403662	WBGene00015350	fbxl-1	ortholog_one2many	III	8227362	8232660	FBXL2	1	48.4634	43.9914
ENSG00000146216	HGNC Symbol	6	43243680	43288259	WBGene00011283	R90.1	ortholog_one2many	V	12891523	12895872	TTBK1	1	20.969	35.6959
ENSG00000112697	HGNC Symbol	6	75252924	75284968	WBGene00019946	chat-1	ortholog_one2many	IV	4447299	4449897	TMEM30A	-1	44.5983	46.2644
ENSG00000109919	HGNC Symbol	11	47617315	47642623	WBGene00018395	mtch-1	ortholog_one2many	II	7372594	7374172	MTCH2	-1	26.7327	23.6842
ENSG00000134480	HGNC Symbol	5	87318416	87413019	WBGene00021714	cyh-1	ortholog_one2one	II	3505017	3509956	CCNH	-1	30.031	29.2169
ENSG00000141934	HGNC Symbol	19	281040	291504	WBGene00018756	F53C3.13	ortholog_one2many	II	3919794	3927982	PLPP2	-1	33.0097	26.4935
ENSG00000146618	HGNC Symbol	7	19144782	19145421	WBGene00001957	hlh-13	ortholog_one2one	X	4249249	4250764	FERD3L	-1	25.3012	28.5714
ENSG00000011677	HGNC Symbol	X	152166234	152451358	WBGene00013914	lgc-37	ortholog_many2many	III	12785154	12793128	GABRA3	-1	29.065	29.6066
ENSG00000011677	HGNC Symbol	X	152166234	152451358	WBGene00008551	lgc-36	ortholog_many2many	V	11256521	11258996	GABRA3	-1	28.8618	26.4925
ENSG00000205916	HGNC Symbol	Y	24833843	24907040	WBGene00000935	daz-1	ortholog_one2many	II	5456305	5458609	DAZ4	1	17.1795	13.4538
ENSG00000153107	HGNC Symbol	2	111611639	111884690	WBGene00003133	mat-2	ortholog_one2one	II	11112719	11120788	ANAPC1	-1	16.0494	20.7309
ENSG00000102780	HGNC Symbol	13	42040036	42256578	WBGene00006483	dgk-4	ortholog_one2many	IV	8631334	8644019	DGKH	1	34.6721	31.5907
ENSG00000107201	HGNC Symbol	9	32455705	32526324	WBGene00008400	drh-3	ortholog_many2many	I	7820831	7826433	DDX58	-1	21.8378	18.0518
ENSG00000107201	HGNC Symbol	9	32455705	32526324	WBGene00001090	drh-1	ortholog_many2many	IV	6607376	6613353	DDX58	-1	24.4324	21.7936
ENSG00000183840	HGNC Symbol	2	132416574	132646559	WBGene00016265	trhr-1	ortholog_many2many	I	6989067	6992106	GPR39	1	19.426	22.2785
ENSG00000183840	HGNC Symbol	2	132416574	132646559	WBGene00017176	nmur-3	ortholog_many2many	X	4466518	4469005	GPR39	1	15.6733	15.9551
ENSG00000183840	HGNC Symbol	2	132416574	132646559	WBGene00019616	nmur-2	ortholog_many2many	II	123270	125004	GPR39	1	19.426	21.8362
ENSG00000183840	HGNC Symbol	2	132416574	132646559	WBGene00016747	nmur-1	ortholog_many2many	X	8980976	8985063	GPR39	1	17.8808	20.25
ENSG00000130706	HGNC Symbol	20	62302093	62308862	WBGene00016981	rpn-13	ortholog_one2one	III	6340115	6341925	ADRM1	1	31.4496	34.2246
ENSG00000128683	HGNC Symbol	2	170813213	170861151	WBGene00006762	unc-25	ortholog_one2many	III	12942617	12949899	GAD1	1	47.4747	55.5118
ENSG00000132563	HGNC Symbol	5	138439017	138446969	WBGene00020562	T19C3.4	ortholog_one2many	III	618246	620254	REEP2	1	38.9764	43.2314
ENSG00000111653	HGNC Symbol	12	6650280	6663148	WBGene00020287	lsy-13	ortholog_many2many	IV	16862396	16865479	ING4	-1	22.49	22.6721
ENSG00000111653	HGNC Symbol	12	6650280	6663148	WBGene00013095	ing-3	ortholog_many2many	II	13876034	13882585	ING4	-1	24.0964	12.2449
ENSG00000111653	HGNC Symbol	12	6650280	6663148	WBGene00021545	Y43H11AL.1	ortholog_many2many	II	222700	232739	ING4	-1	25.7028	13.0612
ENSG00000133110	HGNC Symbol	13	37562583	37598844	WBGene00009162	F26E4.7	ortholog_one2many	I	9774165	9779541	POSTN	-1	14.5933	18.0207
ENSG00000112941	HGNC Symbol	5	6713007	6757048	WBGene00014115	gld-4	ortholog_one2many	I	9118115	9122398	TENT4A	1	30.4428	19.5266
ENSG00000168701	HGNC Symbol	16	67227103	67229278	WBGene00011033	R05D11.5	ortholog_one2one	I	8592092	8592926	TMEM208	1	30.0578	30.7692
ENSG00000187735	HGNC Symbol	8	53966552	54022529	WBGene00012000	T24H10.1	ortholog_one2many	II	9099371	9100639	TCEA1	-1	44.186	43.1818
ENSG00000275004	HGNC Symbol	22	22484421	22509154	WBGene00009508	row-1	ortholog_one2many	I	10475522	10478129	ZNF280B	-1	18.6004	17.2945
ENSG00000108175	HGNC Symbol	10	79069035	79316528	WBGene00001574	gei-17	ortholog_one2many	I	9100846	9107939	ZMIZ1	1	13.4021	18.3333
ENSG00000078808	HGNC Symbol	1	1216908	1232031	WBGene00016965	C56C10.9	ortholog_one2one	II	6591048	6592351	SDF4	-1	25.1381	28.4375
ENSG00000219607	HGNC Symbol	6	5084581	5089487	WBGene00016987	CC8.2	ortholog_one2many	IV	3645166	3648684	PPP1R3G	1	14.5251	16.3522
ENSG00000124615	HGNC Symbol	6	39899578	39934551	WBGene00009908	F49H6.5	ortholog_one2many	V	17023473	17025347	MOCS1	-1	47.2727	46.7866
ENSG00000124615	HGNC Symbol	6	39899578	39934551	WBGene00009885	F49E2.1	ortholog_one2many	X	9561850	9565981	MOCS1	-1	44.4156	28.5
ENSG00000120738	HGNC Symbol	5	138465490	138469315	WBGene00007772	egrh-1	ortholog_many2many	X	14845937	14849217	EGR1	1	22.2836	26.2473
ENSG00000120738	HGNC Symbol	5	138465490	138469315	WBGene00043705	egrh-2	ortholog_many2many	IV	984405	990521	EGR1	1	19.1529	35.3741
ENSG00000185130	HGNC Symbol	6	27807444	27807931	WBGene00001915	his-41	ortholog_many2many	V	9545494	9546264	HIST1H2BL	-1	81.746	83.7398
ENSG00000185130	HGNC Symbol	6	27807444	27807931	WBGene00001936	his-62	ortholog_many2many	IV	7486519	7486962	HIST1H2BL	-1	81.746	83.7398
ENSG00000185130	HGNC Symbol	6	27807444	27807931	WBGene00001928	his-54	ortholog_many2many	V	8853006	8853431	HIST1H2BL	-1	80.9524	72.3404
ENSG00000185130	HGNC Symbol	6	27807444	27807931	WBGene00001913	his-39	ortholog_many2many	V	8536314	8536716	HIST1H2BL	-1	63.4921	74.0741
ENSG00000185130	HGNC Symbol	6	27807444	27807931	WBGene00001922	his-48	ortholog_many2many	IV	11324719	11325222	HIST1H2BL	-1	81.746	83.7398
ENSG00000185130	HGNC Symbol	6	27807444	27807931	WBGene00001932	his-58	ortholog_many2many	IV	11339630	11340132	HIST1H2BL	-1	81.746	83.7398
ENSG00000185130	HGNC Symbol	6	27807444	27807931	WBGene00001940	his-66	ortholog_many2many	IV	11400311	11400812	HIST1H2BL	-1	81.746	83.7398
ENSG00000185130	HGNC Symbol	6	27807444	27807931	WBGene00001889	his-15	ortholog_many2many	II	13818371	13818739	HIST1H2BL	-1	81.746	84.4262
ENSG00000185130	HGNC Symbol	6	27807444	27807931	WBGene00001885	his-11	ortholog_many2many	II	13821778	13822333	HIST1H2BL	-1	81.746	84.4262
ENSG00000185130	HGNC Symbol	6	27807444	27807931	WBGene00001918	his-44	ortholog_many2many	II	13826730	13827098	HIST1H2BL	-1	81.746	84.4262
ENSG00000185130	HGNC Symbol	6	27807444	27807931	WBGene00001903	his-29	ortholog_many2many	IV	8331044	8331412	HIST1H2BL	-1	81.746	84.4262
ENSG00000185130	HGNC Symbol	6	27807444	27807931	WBGene00001908	his-34	ortholog_many2many	IV	8335972	8336340	HIST1H2BL	-1	81.746	84.4262
ENSG00000185130	HGNC Symbol	6	27807444	27807931	WBGene00001882	his-8	ortholog_many2many	V	8532540	8533098	HIST1H2BL	-1	80.9524	82.9268
ENSG00000185130	HGNC Symbol	6	27807444	27807931	WBGene00001926	his-52	ortholog_many2many	V	8850464	8850835	HIST1H2BL	-1	80.9524	82.9268
ENSG00000185130	HGNC Symbol	6	27807444	27807931	WBGene00001896	his-22	ortholog_many2many	V	8892559	8892930	HIST1H2BL	-1	80.9524	82.9268
ENSG00000185130	HGNC Symbol	6	27807444	27807931	WBGene00001894	his-20	ortholog_many2many	V	8895101	8895472	HIST1H2BL	-1	80.9524	82.9268
ENSG00000185130	HGNC Symbol	6	27807444	27807931	WBGene00001878	his-4	ortholog_many2many	V	16040029	16040548	HIST1H2BL	-1	80.9524	82.9268
ENSG00000146122	HGNC Symbol	6	39792298	39904877	WBGene00018976	daam-1	ortholog_one2many	V	64564	83831	DAAM2	1	26.8727	29.078
ENSG00000196367	HGNC Symbol	7	98877933	99050831	WBGene00007028	trr-1	ortholog_one2one	II	11661583	11675927	TRRAP	1	23.5294	22.3425
ENSG00000185379	HGNC Symbol	17	35092208	35121522	WBGene00004297	rad-51	ortholog_one2many	IV	10281637	10284244	RAD51D	-1	19.2529	16.962
ENSG00000115825	HGNC Symbol	2	37250502	37324808	WBGene00012352	dkf-1	ortholog_many2many	I	13640297	13648405	PRKD3	-1	34.1573	42.1053
ENSG00000115825	HGNC Symbol	2	37250502	37324808	WBGene00012019	dkf-2	ortholog_many2many	V	16747559	16788435	PRKD3	-1	47.6404	38.7215
ENSG00000139746	HGNC Symbol	13	79311824	79406477	WBGene00015143	B0336.3	ortholog_one2many	III	5711548	5714846	RBM26	-1	22.6957	31.8498
ENSG00000183207	HGNC Symbol	19	48993448	49015995	WBGene00020687	ruvb-2	ortholog_one2one	IV	6917111	6919454	RUVBL2	1	56.8035	58.7054
ENSG00000155304	HGNC Symbol	21	14371115	14383484	WBGene00006059	stc-1	ortholog_one2one	II	8563714	8566139	HSPA13	-1	42.2505	44.2222
ENSG00000003509	HGNC Symbol	2	37231631	37253403	WBGene00014227	ZK1128.1	ortholog_one2one	III	10113146	10114826	NDUFAF7	1	34.2404	35.446
ENSG00000102225	HGNC Symbol	X	47217860	47229997	WBGene00003961	pct-1	ortholog_one2many	IV	8176479	8188879	CDK16	1	48.0702	41.0795
ENSG00000189362	HGNC Symbol	2	190504342	190534722	WBGene00017328	F10C5.2	ortholog_one2many	III	472301	475349	NEMP2	-1	14.1487	10.5546
ENSG00000124208	HGNC Symbol	20	50081124	50153637	WBGene00013136	Y53C10A.5	ortholog_one2many	I	11998781	12002643	TMEM189-UBE2V1	-1	32.7027	37.931
ENSG00000080298	HGNC Symbol	9	3218297	3526004	WBGene00000914	daf-19	ortholog_one2many	II	10157537	10169346	RFX3	-1	29.3725	27.3292
ENSG00000038210	HGNC Symbol	4	25233975	25279092	WBGene00022501	ZC8.6	ortholog_one2many	X	4972575	4997598	PI4K2B	1	44.9064	36.425
ENSG00000281028	Clone-based (Ensembl) gene	4	25160663	25277306	WBGene00022501	ZC8.6	ortholog_one2many	X	4972575	4997598	AC104662.2	1	54.026	35.0759
ENSG00000165105	HGNC Symbol	9	82979585	83063177	WBGene00016344	rsef-1	ortholog_one2one	X	3055257	3059385	RASEF	-1	26.7568	30.1829
ENSG00000184302	HGNC Symbol	14	60508951	60512850	WBGene00000453	ceh-32	ortholog_one2many	V	11701764	11705400	SIX6	1	52.8455	29.6128
ENSG00000172350	HGNC Symbol	11	119149012	119162653	WBGene00021535	wht-7	ortholog_many2many	III	6142123	6149590	ABCG4	1	26.161	24.7076
